dataset,model,fold,split_seed,operator,p,ddr,n_edges_orig,n_edges_pert,num_c,auc,acc,nll,status,reach_disruption,ddr_check,baseline_auc,auc_drop
assist2012,gkt,0,42,none,0.0,0.0,413,413,265,0.9623886977887952,0.9081127524818132,0.1840599598338562,pykt_checkpoint,0.0,0.0,0.9623886977887952,0.0
assist2012,gkt,0,42,edge_drop,0.1,0.116223,413,365,265,0.9623689528180892,0.9079041892684424,0.184135186359284,pykt_checkpoint,0.28846153846153844,0.1162227602905569,0.9623886977887952,1.9744970706003784e-05
assist2012,gkt,0,42,edge_drop,0.2,0.215496,413,324,265,0.962217923609298,0.9076198659134624,0.1844016718166757,pykt_checkpoint,0.4276729559748428,0.21549636803874092,0.9623886977887952,0.00017077417949717955
assist2012,gkt,0,42,edge_drop,0.3,0.319613,413,281,265,0.9621433105716252,0.907578866307415,0.1845147188991072,pykt_checkpoint,0.6856344655197765,0.3196125907990315,0.9623886977887952,0.0002453872171700455
assist2012,gkt,0,42,node_drop,0.1,0.215496,413,324,265,0.9619829214185284,0.907420215657928,0.1848376193073225,pykt_checkpoint,0.478325673829338,0.21549636803874092,0.9623886977887952,0.00040577637026684155
assist2012,gkt,0,42,node_drop,0.2,0.430993,413,235,265,0.9613702193908076,0.9065654630014208,0.185857313953796,pykt_checkpoint,0.6322360953461975,0.43099273607748184,0.9623886977887952,0.0010184783979876322
assist2012,gkt,0,42,node_drop,0.3,0.602906,413,164,265,0.9610215576429764,0.9062089446879664,0.1864080354783003,pykt_checkpoint,0.8629117959617428,0.6029055690072639,0.9623886977887952,0.001367140145818846
assist2012,gkt,0,42,prereq_preserve,0.1,0.104116,413,370,265,0.9623431034797428,0.9081163176649476,0.1841393876161658,pykt_checkpoint,0.26789653098054944,0.10411622276029056,0.9623886977887952,4.5594309052376936e-05
assist2012,gkt,0,42,prereq_preserve,0.2,0.198547,413,331,265,0.9622065231216508,0.9076920608719368,0.1844171420415122,pykt_checkpoint,0.4134677246407893,0.19854721549636803,0.9623886977887952,0.0001821746671444302
assist2012,gkt,0,42,prereq_preserve,0.3,0.2954,413,291,265,0.9621670251867755,0.9075931270399532,0.1844845422362791,pykt_checkpoint,0.6775498410863913,0.29539951573849876,0.9623886977887952,0.00022167260201966243
assist2012,gkt,1,43,none,0.0,0.0,416,416,265,0.9631281847126388,0.9089613543054802,0.1821316181177886,pykt_checkpoint,0.0,0.0,0.9631281847126388,0.0
assist2012,gkt,1,43,edge_drop,0.1,0.115385,416,368,265,0.9630830654526534,0.9089398026587548,0.1822607779943665,pykt_checkpoint,0.29440840284213776,0.11538461538461539,0.9631281847126388,4.511925998540445e-05
