dataset,model,fold,split_seed,operator,p,ddr,n_edges_orig,n_edges_pert,num_c,auc,acc,nll,status,reach_disruption,ddr_check,baseline_auc,auc_drop
xes3g5m,gkt,2,44,node_drop,0.9,0.9897,1165,12,858,0.74775277474936,0.8165564958161032,0.4268481546117729,pykt_checkpoint,0.9997800298530913,0.995729537366548,0.8335497275183652,0.08579695276900523
assist2012,gkt,0,42,none,0.0,0.0,413,413,265,0.9623257796250674,0.9080833397209532,0.1842446182958221,pykt_checkpoint,0.0,0.0,0.9623257796250674,0.0
assist2012,gkt,0,42,edge_drop,0.1,0.084746,413,378,265,0.9622696619775934,0.907934493325086,0.1843302221162406,pykt_checkpoint,0.3800909764096053,0.0847457627118644,0.9623257796250674,5.611764747393e-05
assist2012,gkt,0,42,edge_drop,0.2,0.220339,413,322,265,0.9621766791654516,0.907889928535904,0.1844830390687755,pykt_checkpoint,0.4662789397159155,0.22033898305084745,0.9623257796250674,0.00014910045961580298
assist2012,gkt,0,42,edge_drop,0.3,0.302663,413,288,265,0.9619896866590862,0.907532518926666,0.1848016137850384,pykt_checkpoint,0.44937351845580764,0.3026634382566586,0.9623257796250674,0.00033609296598113847
assist2012,gkt,0,42,node_drop,0.1,0.20339,413,329,265,0.9618339623284444,0.9073399990374006,0.1850134306944088,pykt_checkpoint,0.5980924625778248,0.2033898305084746,0.9623257796250674,0.0004918172966229539
assist2012,gkt,0,42,node_drop,0.2,0.501211,413,206,265,0.9611207371062396,0.90627846575909,0.1862195277147133,pykt_checkpoint,0.7967651195499297,0.5012106537530266,0.9623257796250674,0.0012050425188278036
assist2012,gkt,0,42,node_drop,0.3,0.581114,413,173,265,0.960988232697136,0.9057811227118208,0.1864920741601193,pykt_checkpoint,0.8471036862175414,0.5811138014527845,0.9623257796250674,0.0013375469279314212
assist2012,gkt,0,42,prereq_preserve,0.1,0.072639,413,383,265,0.9622418757890128,0.9078471463382896,0.1843537529652807,pykt_checkpoint,0.3670404061772794,0.07263922518159806,0.9623257796250674,8.390383605461071e-05
assist2012,gkt,0,42,prereq_preserve,0.2,0.193705,413,333,265,0.9622039076676256,0.9077999076617568,0.1843949832019732,pykt_checkpoint,0.44692737430167595,0.1937046004842615,0.9623257796250674,0.00012187195744173263
assist2012,gkt,0,42,prereq_preserve,0.3,0.263923,413,304,265,0.9621028464274316,0.907598474814655,0.1845699771987017,pykt_checkpoint,0.42463010345978414,0.2639225181598063,0.9623257796250674,0.00022293319763577735
assist2012,gkt,1,43,none,0.0,0.0,416,416,265,0.9631020594496236,0.9089784160258044,0.1822533167286494,pykt_checkpoint,0.0,0.0,0.9631020594496236,0.0
assist2012,gkt,1,43,edge_drop,0.1,0.086538,416,380,265,0.96309160366569,0.909104133965036,0.1821251953161088,pykt_checkpoint,0.2500511142915559,0.08653846153846154,0.9631020594496236,1.0455783933549512e-05
assist2012,gkt,1,43,edge_drop,0.2,0.221154,416,324,265,0.9628967435866796,0.9088814336155402,0.1826036890220643,pykt_checkpoint,0.38839619617480503,0.22115384615384615,0.9631020594496236,0.00020531586294392223
assist2012,gkt,1,43,edge_drop,0.3,0.305288,416,289,265,0.9627329934864318,0.9087144083534184,0.1829046659843186,pykt_checkpoint,0.5002305209774089,0.30528846153846156,0.9631020594496236,0.00036906596319175033
assist2012,gkt,1,43,node_drop,0.1,0.153846,416,352,265,0.962909854266596,0.9088311464398476,0.1825155828100761,pykt_checkpoint,0.4195488721804511,0.15384615384615385,0.9631020594496236,0.00019220518302753842
assist2012,gkt,1,43,node_drop,0.2,0.331731,416,278,265,0.9624595579739116,0.9082277003315362,0.1832420515721668,pykt_checkpoint,0.6352494893492852,0.3317307692307692,0.9631020594496236,0.0006425014757119873
assist2012,gkt,1,43,node_drop,0.3,0.447115,416,230,265,0.9624563562935172,0.9082303942873768,0.1832906298470093,pykt_checkpoint,0.7054751415984897,0.44711538461538464,0.9631020594496236,0.0006457031561063475
assist2012,gkt,1,43,prereq_preserve,0.1,0.076923,416,384,265,0.9631126990577992,0.908996375731409,0.1822465826478015,pykt_checkpoint,0.24622910721565439,0.07692307692307693,0.9631020594496236,-1.0639608175599946e-05
assist2012,gkt,1,43,prereq_preserve,0.2,0.180288,416,341,265,0.9629691311991164,0.9089254348942712,0.1825676766121302,pykt_checkpoint,0.3280773678124671,0.18028846153846154,0.9631020594496236,0.00013292825050714718
assist2012,gkt,1,43,prereq_preserve,0.3,0.245192,416,314,265,0.962845315980454,0.9086964486478136,0.1827470890764392,pykt_checkpoint,0.4477287546185612,0.24519230769230768,0.9631020594496236,0.0002567434691695958
assist2012,gkt,2,44,none,0.0,0.0,416,416,264,0.9636761845161248,0.9099082096133928,0.1812105904673606,pykt_checkpoint,0.0,0.0,0.9636761845161248,0.0
assist2012,gkt,2,44,edge_drop,0.1,0.086538,416,380,264,0.963768637339322,0.910459202384296,0.1803978953739154,pykt_checkpoint,0.35014675508207405,0.08653846153846154,0.9636761845161248,-9.245282319725323e-05
assist2012,gkt,2,44,edge_drop,0.2,0.221154,416,324,264,0.9635096996658692,0.9100235960865202,0.1808949065397431,pykt_checkpoint,0.38678653564708343,0.22115384615384615,0.9636761845161248,0.00016648485025561044
assist2012,gkt,2,44,edge_drop,0.3,0.305288,416,289,264,0.963345659403832,0.9097516775762042,0.1814486120501325,pykt_checkpoint,0.40341880341880343,0.30528846153846156,0.9636761845161248,0.0003305251122928121
assist2012,gkt,2,44,node_drop,0.1,0.240385,416,316,264,0.9631416782256348,0.9094752867219686,0.1819841518588937,pykt_checkpoint,0.4637081609627679,0.2403846153846154,0.9636761845161248,0.0005345062904900111
assist2012,gkt,2,44,node_drop,0.2,0.548077,416,188,264,0.961984860024802,0.9081013826698462,0.183434736886526,pykt_checkpoint,0.8573487031700289,0.5480769230769231,0.9636761845161248,0.0016913244913228098
assist2012,gkt,2,44,node_drop,0.3,0.632212,416,153,264,0.9622257861337052,0.9083267888033976,0.1831033579024321,pykt_checkpoint,0.8975131876412962,0.6322115384615384,0.9636761845161248,0.0014503983824195599
assist2012,gkt,2,44,prereq_preserve,0.1,0.076923,416,384,264,0.9636105434760956,0.909917154301232,0.1812856748333579,pykt_checkpoint,0.3468195586326265,0.07692307692307693,0.9636761845161248,6.564104002915183e-05
assist2012,gkt,2,44,prereq_preserve,0.2,0.1875,416,338,264,0.963537445134586,0.9101407714972156,0.1808460648091666,pykt_checkpoint,0.37269068015275053,0.1875,0.9636761845161248,0.0001387393815388549
assist2012,gkt,2,44,prereq_preserve,0.3,0.254808,416,310,264,0.9633881333209324,0.9097794061085064,0.1815282649714806,pykt_checkpoint,0.3862177801157285,0.2548076923076923,0.9636761845161248,0.00028805119519237365
assist2012,gkt,0,42,edge_drop,0.9,0.905569,413,39,265,0.9605441140437032,0.905126911606632,0.1875145917044616,pykt_checkpoint,0.9789599047240969,0.9055690072639225,0.9623257796250674,0.0017816655813641669
assist2012,gkt,0,42,node_drop,0.9,0.995157,413,2,265,0.9602158336031944,0.9049263700553138,0.1878737138828467,pykt_checkpoint,0.9987968718668538,0.9951573849878934,0.9623257796250674,0.002109946021872977
assist2012,gkt,1,43,edge_drop,0.9,0.90625,416,39,265,0.9612525450327762,0.906720881031318,0.1852618785527069,pykt_checkpoint,0.97890625,0.90625,0.9631020594496236,0.001849514416847331
assist2012,gkt,1,43,node_drop,0.9,0.990385,416,4,265,0.9609438861634324,0.9062413568916778,0.1857830032917453,pykt_checkpoint,0.998025666337611,0.9903846153846154,0.9631020594496236,0.0021581732861911673
assist2012,gkt,2,44,edge_drop,0.9,0.90625,416,39,264,0.961902953730033,0.9078571926918324,0.1837266985101878,pykt_checkpoint,0.9795057263411694,0.90625,0.9636761845161248,0.0017732307860918173
assist2012,gkt,2,44,node_drop,0.9,1.0,416,0,264,0.9617100958353448,0.9075745405561092,0.1839560903628588,pykt_checkpoint,1.0,1.0,0.9636761845161248,0.001966088680779965
