dataset,model,fold,split_seed,operator,p,ddr,n_edges_orig,n_edges_pert,num_c,auc,acc,nll,status,reach_disruption,ddr_check,baseline_auc,auc_drop
assist2012,gkt,0,42,none,0.0,0.0,413,413,265,0.9622128176198464,0.9077767339713824,0.1843951447691495,pykt_checkpoint,0.0,0.0,0.9622128176198464,0.0
assist2012,gkt,0,42,edge_drop,0.1,0.099274,413,372,265,0.9621597388445882,0.9077669297177624,0.1844781162745847,pykt_checkpoint,0.3821484637811169,0.09927360774818401,0.9622128176198464,5.307877525828619e-05
assist2012,gkt,0,42,edge_drop,0.2,0.196126,413,332,265,0.962233059393488,0.907758016759926,0.1844551115846547,pykt_checkpoint,0.4560717571297148,0.19612590799031476,0.9622128176198464,-2.0241773641571648e-05
assist2012,gkt,0,42,edge_drop,0.3,0.300242,413,289,265,0.9618520904855786,0.9074326937988988,0.1850474022546061,pykt_checkpoint,0.48851053696868674,0.30024213075060535,0.9622128176198464,0.0003607271342678242
assist2012,gkt,0,42,node_drop,0.1,0.191283,413,334,265,0.961929172153988,0.9076786914351824,0.1847888108822753,pykt_checkpoint,0.4138271604938272,0.19128329297820823,0.9622128176198464,0.00028364546585846195
assist2012,gkt,0,42,node_drop,0.2,0.297821,413,290,265,0.9615655783813092,0.9070654799360406,0.185452762144393,pykt_checkpoint,0.5348837209302326,0.29782082324455206,0.9622128176198464,0.0006472392385372672
assist2012,gkt,0,42,node_drop,0.3,0.40678,413,245,265,0.9615169560380654,0.9070360671751806,0.1855327785376956,pykt_checkpoint,0.6798713638356966,0.4067796610169492,0.9622128176198464,0.0006958615817810321
assist2012,gkt,0,42,prereq_preserve,0.1,0.077482,413,381,265,0.9621583633524634,0.907846255042506,0.1844970522657696,pykt_checkpoint,0.37147887323943674,0.0774818401937046,0.9622128176198464,5.445426738304171e-05
assist2012,gkt,0,42,prereq_preserve,0.2,0.159806,413,347,265,0.9621759925412984,0.9078551680003424,0.1844702652181347,pykt_checkpoint,0.45224839400428263,0.15980629539951574,0.9622128176198464,3.682507854807504e-05
assist2012,gkt,0,42,prereq_preserve,0.3,0.249395,413,310,265,0.9619800260431012,0.9075146930109932,0.1847665120000803,pykt_checkpoint,0.4083052749719416,0.24939467312348668,0.9622128176198464,0.00023279157674527262
assist2012,gkt,1,43,none,0.0,0.0,416,416,265,0.9627910983310822,0.9085850984730658,0.1829048931782078,pykt_checkpoint,0.0,0.0,0.9627910983310822,0.0
assist2012,gkt,1,43,edge_drop,0.1,0.098558,416,375,265,0.962584088642646,0.908453992622153,0.1831494425158778,pykt_checkpoint,0.2749515750841065,0.0985576923076923,0.9627910983310822,0.00020700968843623269
assist2012,gkt,1,43,edge_drop,0.2,0.199519,416,333,265,0.9631768799087992,0.9092262599631468,0.1819141171511966,pykt_checkpoint,0.3698543381887269,0.19951923076923078,0.9627910983310822,-0.0003857815777169593
assist2012,gkt,1,43,edge_drop,0.3,0.302885,416,290,265,0.962394315174068,0.9082519459341024,0.1835108051368873,pykt_checkpoint,0.461733289285321,0.30288461538461536,0.9627910983310822,0.0003967831570141911
assist2012,gkt,1,43,node_drop,0.1,0.158654,416,350,265,0.9630776160980504,0.9088832295861006,0.1821804140510875,pykt_checkpoint,0.21145975443383358,0.15865384615384615,0.9627910983310822,-0.0002865177669681973
assist2012,gkt,1,43,node_drop,0.2,0.329327,416,279,265,0.9621848332065706,0.908015775805403,0.183769323574231,pykt_checkpoint,0.4844945630285944,0.3293269230769231,0.9627910983310822,0.0006062651245116735
assist2012,gkt,1,43,node_drop,0.3,0.53125,416,195,265,0.9621432305444246,0.9077041749131648,0.1837054960197293,pykt_checkpoint,0.5796486977589339,0.53125,0.9627910983310822,0.0006478677866575966
assist2012,gkt,1,43,prereq_preserve,0.1,0.088942,416,379,265,0.963229626827812,0.90943908247456,0.1818369966054898,pykt_checkpoint,0.2734462131197405,0.0889423076923077,0.9627910983310822,-0.000438528496729762
assist2012,gkt,1,43,prereq_preserve,0.2,0.161058,416,349,265,0.9632238755429884,0.9093358141673342,0.1818291503962064,pykt_checkpoint,0.3609395565455099,0.16105769230769232,0.9627910983310822,-0.0004327772119061546
assist2012,gkt,1,43,prereq_preserve,0.3,0.245192,416,314,265,0.963098651067282,0.9091391553909648,0.1820372823846351,pykt_checkpoint,0.4416596461668071,0.24519230769230768,0.9627910983310822,-0.00030755273619975654
assist2012,gkt,2,44,none,0.0,0.0,416,416,264,0.9636204948221988,0.9102481077512876,0.1807317590318062,pykt_checkpoint,0.0,0.0,0.9636204948221988,0.0
assist2012,gkt,2,44,edge_drop,0.1,0.098558,416,375,264,0.963521751446036,0.9101255655278886,0.1810096872980882,pykt_checkpoint,0.3828965229194946,0.0985576923076923,0.9636204948221988,9.874337616277984e-05
assist2012,gkt,2,44,edge_drop,0.2,0.199519,416,333,264,0.9634217019936346,0.909915365363664,0.1812257545879124,pykt_checkpoint,0.37511671335200736,0.19951923076923078,0.9636204948221988,0.00019879282856416491
assist2012,gkt,2,44,edge_drop,0.3,0.302885,416,290,264,0.9631590125187438,0.9097132154184951,0.1815531663794457,pykt_checkpoint,0.47240591559456535,0.30288461538461536,0.9636204948221988,0.0004614823034549964
assist2012,gkt,2,44,node_drop,0.1,0.197115,416,334,264,0.9630665841995234,0.9096702809168664,0.1815861500018812,pykt_checkpoint,0.46936197094125076,0.1971153846153846,0.9636204948221988,0.000553910622675402
assist2012,gkt,2,44,node_drop,0.2,0.338942,416,275,264,0.9627604885013088,0.9092328856815226,0.1822083883962883,pykt_checkpoint,0.5551386841752646,0.3389423076923077,0.9636204948221988,0.0008600063208900055
assist2012,gkt,2,44,node_drop,0.3,0.449519,416,229,264,0.9626572393966526,0.9091443332719132,0.1822481868123167,pykt_checkpoint,0.6939688415856856,0.4495192307692308,0.9636204948221988,0.0009632554255462056
assist2012,gkt,2,44,prereq_preserve,0.1,0.088942,416,379,264,0.9634253471929208,0.9100066011796254,0.1811715703744273,pykt_checkpoint,0.3096,0.0889423076923077,0.9636204948221988,0.0001951476292779697
assist2012,gkt,2,44,prereq_preserve,0.2,0.168269,416,346,264,0.963327522046614,0.9100101790547612,0.1811942000308313,pykt_checkpoint,0.3674933387989342,0.16826923076923078,0.9636204948221988,0.00029297277558482104
assist2012,gkt,2,44,prereq_preserve,0.3,0.257212,416,309,264,0.9632766824867404,0.9098849534250104,0.181395870241925,pykt_checkpoint,0.3296606434552667,0.25721153846153844,0.9636204948221988,0.0003438123354584377
assist2012,gkt,0,42,edge_drop,0.9,0.910412,413,37,265,0.9603669706251112,0.905310518538061,0.1877154512066675,pykt_checkpoint,0.9789890981169475,0.910411622276029,0.9622128176198464,0.001845846994735223
assist2012,gkt,0,42,node_drop,0.9,1.0,413,0,265,0.9602169994832191,0.9049183483932612,0.1879082830255777,pykt_checkpoint,1.0,1.0,0.9622128176198464,0.001995818136627303
assist2012,gkt,1,43,edge_drop,0.9,0.911058,416,37,265,0.9608206628684248,0.9061129449966056,0.186076983482404,pykt_checkpoint,0.9777430691136275,0.9110576923076923,0.9627910983310822,0.001970435462657405
assist2012,gkt,1,43,node_drop,0.9,1.0,416,0,265,0.9605522115919066,0.905663952356493,0.1865030483705097,pykt_checkpoint,1.0,1.0,0.9627910983310822,0.002238886739175605
assist2012,gkt,2,44,edge_drop,0.9,0.911058,416,37,264,0.9618592447572318,0.9080307196359154,0.1837109517606712,pykt_checkpoint,0.9767301905717152,0.9110576923076923,0.9636204948221988,0.0017612500649669682
assist2012,gkt,2,44,node_drop,0.9,1.0,416,0,264,0.9616188054029908,0.90756112352435,0.1841211733987869,pykt_checkpoint,1.0,1.0,0.9636204948221988,0.002001689419207975
