dataset,model,fold,split_seed,operator,p,ddr,n_edges_orig,n_edges_pert,num_c,auc,acc,nll,status
xes3g5m,gkt,0,17,none,0.0,0.0,1162,1162,858,0.8422173236026003,0.8470733902388579,0.3524157578843413,pykt_checkpoint
xes3g5m,gkt,1,18,none,0.0,0.0,1157,1157,854,0.8347878899781429,0.843735834679763,0.36059908482072,pykt_checkpoint
xes3g5m,gkt,1,18,edge_drop,0.1,0.092481,1157,1050,854,0.8308839923335594,0.8427986640451844,0.3637079322875631,pykt_checkpoint
xes3g5m,gkt,1,18,edge_drop,0.2,0.19274,1157,934,854,0.8255600469356231,0.8405196986593176,0.3690546522518992,pykt_checkpoint
xes3g5m,gkt,1,18,edge_drop,0.3,0.295592,1157,815,854,0.8199475145440028,0.83879274624367,0.3735008320381514,pykt_checkpoint
xes3g5m,gkt,1,18,node_drop,0.1,0.175454,1157,954,854,0.8195043506344573,0.8388330696092526,0.3734228952073606,pykt_checkpoint
xes3g5m,gkt,1,18,node_drop,0.2,0.331029,1157,774,854,0.8078822474448122,0.8346394395886461,0.3821863891356402,pykt_checkpoint
xes3g5m,gkt,1,18,node_drop,0.3,0.494382,1157,585,854,0.7933648310258107,0.8309296899550325,0.39264474418778983,pykt_checkpoint
xes3g5m,gkt,1,18,prereq_preserve,0.1,0.063959,1157,1083,854,0.8322056522470797,0.8427819785145985,0.36276326872473325,pykt_checkpoint
xes3g5m,gkt,1,18,prereq_preserve,0.2,0.145203,1157,989,854,0.8294471701468791,0.8419115500023637,0.3650849703061568,pykt_checkpoint
xes3g5m,gkt,1,18,prereq_preserve,0.3,0.224719,1157,897,854,0.825152662713343,0.8397827543917707,0.3696095966060091,pykt_checkpoint
xes3g5m,gkt,2,19,none,0.0,0.0,1168,1168,863,0.8352583477918043,0.8418489792626664,0.36410850876833273,pykt_checkpoint
xes3g5m,gkt,2,19,edge_drop,0.1,0.090753,1168,1062,863,0.831427209484443,0.8416056486082877,0.36593037370183246,pykt_checkpoint
xes3g5m,gkt,2,19,edge_drop,0.2,0.193493,1168,942,863,0.8283914725546764,0.8407213154872314,0.3674856818021121,pykt_checkpoint
xes3g5m,gkt,2,19,edge_drop,0.3,0.296233,1168,822,863,0.8204442722587604,0.8384785020843009,0.37349029674641915,pykt_checkpoint
xes3g5m,gkt,2,19,node_drop,0.1,0.1875,1168,949,863,0.822500170373587,0.8387844034783769,0.3722293424758476,pykt_checkpoint
xes3g5m,gkt,2,19,node_drop,0.2,0.358733,1168,749,863,0.8082147687275315,0.8346853247977575,0.38225206440577025,pykt_checkpoint
xes3g5m,gkt,2,19,node_drop,0.3,0.504281,1168,579,863,0.7949101299083109,0.830933861337679,0.3919619132794665,pykt_checkpoint
xes3g5m,gkt,2,19,prereq_preserve,0.1,0.070205,1168,1086,863,0.8330714415421787,0.8403153009096395,0.3653253324251917,pykt_checkpoint
xes3g5m,gkt,2,19,prereq_preserve,0.2,0.143836,1168,1000,863,0.8317760801576227,0.8426012185999171,0.36330495047847355,pykt_checkpoint
xes3g5m,gkt,2,19,prereq_preserve,0.3,0.230308,1168,899,863,0.8266684089355991,0.840582269399015,0.3684840564012757,pykt_checkpoint
xes3g5m,gkt,0,17,edge_drop,0.1,0.090361,1162,1057,858,0.832142642500132,0.8415861821559374,0.36401553968911554,pykt_checkpoint
xes3g5m,gkt,0,17,edge_drop,0.2,0.193632,1162,937,858,0.828718668881725,0.8412705475356862,0.3662940257151431,pykt_checkpoint
xes3g5m,gkt,0,17,edge_drop,0.3,0.296902,1162,817,858,0.8231226217287921,0.8392363032650803,0.3708664132798346,pykt_checkpoint
