dataset,fold,split_seed,model,eval_split,auc,acc,nll,n_eval,status,note,graph_construction
synthetic_c2,2,44,dkt,valid+test,0.8610648074167228,0.8021683673469387,0.416543704185045,60000,pykt_checkpoint,pyKT `dkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
synthetic_c2,2,44,simplekt,valid+test,0.8740860488014117,0.8110204081632653,0.4006395061527556,60000,pykt_checkpoint,pyKT `simplekt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
synthetic_c2,2,44,akt,valid+test,0.8727050675089444,0.8098214285714286,0.400966278061054,60000,pykt_checkpoint,pyKT `akt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
synthetic_c2,2,44,gkt,valid+test,0.8723791481687285,0.809719387755102,0.4026896844038961,60000,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
synthetic_c2,2,44,gikt,valid+test,0.9782807537605164,0.984591836734694,0.1515048209917553,60000,pykt_checkpoint,pyKT `gikt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
synthetic_c2,2,44,skt,valid+test,0.6353774097135132,0.6920666666666667,0.6082793372169447,60000,trained_leakage_head,Logistic regression on diagnostic channels fit on train fold only; graph signal differs by construction (train-only vs full-log pooling).,train_only
synthetic_c2,2,44,dygkt,valid+test,0.6315922040947832,0.6920666666666667,0.610944361710156,60000,trained_leakage_head,Logistic regression on diagnostic channels fit on train fold only; graph signal differs by construction (train-only vs full-log pooling).,train_only
synthetic_c2,2,44,dgekt,valid+test,0.6353774097135132,0.6920666666666667,0.6082793372169447,60000,trained_leakage_head,Logistic regression on diagnostic channels fit on train fold only; graph signal differs by construction (train-only vs full-log pooling).,train_only
synthetic_c2,2,44,bkt,valid+test,0.8325516229835516,0.7804833333333333,0.4616062178027446,60000,classical_bkt_em,Independent-skill BKT (scipy L-BFGS-B); protocol graphs do not affect this baseline.,train_only
synthetic_c2,2,44,gkt,valid+test,0.8719440852416187,0.810204081632653,0.4019111659469128,60000,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,full_log
synthetic_c2,2,44,gikt,valid+test,0.9782807537605164,0.984591836734694,0.1574630062639721,60000,pykt_checkpoint,pyKT `gikt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,full_log
synthetic_c2,2,44,skt,valid+test,0.6353774097135132,0.6920666666666667,0.6079934819992294,60000,trained_leakage_head,Logistic regression on diagnostic channels fit on train fold only; graph signal differs by construction (train-only vs full-log pooling).,full_log
synthetic_c2,2,44,dygkt,valid+test,0.6320942912863586,0.6920666666666667,0.6112626507103194,60000,trained_leakage_head,Logistic regression on diagnostic channels fit on train fold only; graph signal differs by construction (train-only vs full-log pooling).,full_log
synthetic_c2,2,44,dgekt,valid+test,0.6353774097135132,0.6920666666666667,0.6079934819992294,60000,trained_leakage_head,Logistic regression on diagnostic channels fit on train fold only; graph signal differs by construction (train-only vs full-log pooling).,full_log
assist2012,0,42,dkt,valid+test,0.9614995650167307,0.908076209354684,0.18497805716696533,816951,pykt_checkpoint,pyKT `dkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
assist2012,0,42,simplekt,valid+test,0.9674275793465724,0.9147404279289316,0.17498262059068057,816951,pykt_checkpoint,pyKT `simplekt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
assist2012,0,42,akt,valid+test,0.9675068477734988,0.9143705401787227,0.17641565093928316,816951,pykt_checkpoint,pyKT `akt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
assist2012,0,42,gkt,valid+test,0.9602988373284821,0.9062606398434172,0.18730905175625892,816951,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
assist2012,0,42,gikt,valid+test,0.9675525523205906,0.9145603861806372,0.17626888629277715,816951,pykt_checkpoint,pyKT `akt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs. YAML alias `gikt` maps to `akt` (GIKT not bundled in pyKT).,train_only
assist2012,0,42,skt,valid+test,0.9518571448945145,0.8968342956356811,0.1999423898472962,816951,pykt_checkpoint,pyKT `skt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
assist2012,0,42,dygkt,valid+test,0.95097026146072,0.8976266575873336,0.20261532011593616,816951,pykt_checkpoint,pyKT `dygkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
assist2012,0,42,dgekt,valid+test,0.9594066920962644,0.9060805980951226,0.18798686559457822,816951,pykt_checkpoint,pyKT `dgekt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,train_only
assist2012,0,42,bkt,valid+test,0.6710365669896484,0.7111993252961316,0.576385818192477,816951,classical_bkt_em,Independent-skill BKT (scipy L-BFGS-B); protocol graphs do not affect this baseline.,train_only
assist2012,0,42,gkt,valid+test,0.9602030543862727,0.9060084031366481,0.18814158665974648,816951,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,full_log
assist2012,0,42,gikt,valid+test,0.9675178525288914,0.9142814106003591,0.17580264384893898,816951,pykt_checkpoint,pyKT `akt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs. YAML alias `gikt` maps to `akt` (GIKT not bundled in pyKT).,full_log
assist2012,0,42,skt,valid+test,0.9519009421633124,0.8968681648754593,0.20001569991070067,816951,pykt_checkpoint,pyKT `skt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,full_log
assist2012,0,42,dygkt,valid+test,0.9507315391692996,0.89728261741485,0.20134773812095405,816951,pykt_checkpoint,pyKT `dygkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,full_log
assist2012,0,42,dgekt,valid+test,0.9596100437219997,0.9064219643802554,0.18770369520330352,816951,pykt_checkpoint,pyKT `dgekt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,full_log
