source,target,seed_share_source,total_sd_target,seed_sd_target_est,tail_factor_source,sigma_target_est
assist2012,xes3g5m,0.21833405739799996,0.0010991454799669255,0.00023998089231185094,7.419199399147707,0.001780466092047015
assist2012,xes3g5m,0.21833405739799996,0.0005774346745198401,0.0001260736553702102,7.419199399147707,0.0009353655881710186
