dataset,augmentation,p,seed,ddr,fold
synthetic_c5,edge_drop,0.1,1234,0.0,1.0
synthetic_c5,edge_drop,0.2,17,0.5,1.0
synthetic_c5,edge_drop,0.2,42,0.0,1.0
synthetic_c5,edge_drop,0.2,1234,0.0,1.0
synthetic_c5,edge_drop,0.3,17,0.5,1.0
synthetic_c5,edge_drop,0.3,42,0.0,1.0
synthetic_c5,edge_drop,0.3,1234,0.0,1.0
synthetic_c5,node_drop,0.05,17,0.0,1.0
synthetic_c5,node_drop,0.05,42,0.0,1.0
synthetic_c5,node_drop,0.05,1234,0.0,1.0
synthetic_c5,node_drop,0.1,17,0.0,1.0
synthetic_c5,node_drop,0.1,42,0.0,1.0
synthetic_c5,node_drop,0.1,1234,0.0,1.0
synthetic_c5,node_drop,0.2,17,0.5,1.0
synthetic_c5,node_drop,0.2,42,0.0,1.0
synthetic_c5,node_drop,0.2,1234,0.0,1.0
synthetic_c5,node_drop,0.3,17,0.5,1.0
synthetic_c5,node_drop,0.3,42,0.0,1.0
synthetic_c5,node_drop,0.3,1234,0.0,1.0
synthetic_c5,subgraph,0.05,17,0.0,1.0
synthetic_c5,subgraph,0.05,42,0.0,1.0
synthetic_c5,subgraph,0.05,1234,0.0,1.0
synthetic_c5,subgraph,0.1,17,0.0,1.0
synthetic_c5,subgraph,0.1,42,0.0,1.0
synthetic_c5,subgraph,0.1,1234,0.0,1.0
synthetic_c5,subgraph,0.2,17,0.0,1.0
synthetic_c5,subgraph,0.2,42,0.0,1.0
synthetic_c5,subgraph,0.2,1234,0.0,1.0
synthetic_c5,subgraph,0.3,17,0.0,1.0
synthetic_c5,subgraph,0.3,42,0.0,1.0
synthetic_c5,subgraph,0.3,1234,0.0,1.0
synthetic_c5,attr_mask,0.05,17,0.0,2.0
synthetic_c5,attr_mask,0.05,42,0.0,2.0
synthetic_c5,attr_mask,0.05,1234,0.0,2.0
synthetic_c5,attr_mask,0.1,17,0.0,2.0
synthetic_c5,attr_mask,0.1,42,0.0,2.0
synthetic_c5,attr_mask,0.1,1234,0.0,2.0
synthetic_c5,attr_mask,0.2,17,0.0,2.0
synthetic_c5,attr_mask,0.2,42,0.0,2.0
synthetic_c5,attr_mask,0.2,1234,0.0,2.0
synthetic_c5,attr_mask,0.3,17,0.0,2.0
synthetic_c5,attr_mask,0.3,42,0.0,2.0
synthetic_c5,attr_mask,0.3,1234,0.0,2.0
synthetic_c5,edge_drop,0.05,17,0.0,2.0
synthetic_c5,edge_drop,0.05,42,0.0,2.0
synthetic_c5,edge_drop,0.05,1234,0.0,2.0
synthetic_c5,edge_drop,0.1,17,0.0,2.0
synthetic_c5,edge_drop,0.1,42,0.0,2.0
synthetic_c5,edge_drop,0.1,1234,0.0,2.0
synthetic_c5,edge_drop,0.2,17,0.5,2.0
synthetic_c5,edge_drop,0.2,42,0.0,2.0
synthetic_c5,edge_drop,0.2,1234,0.0,2.0
synthetic_c5,edge_drop,0.3,17,0.5,2.0
synthetic_c5,edge_drop,0.3,42,0.0,2.0
synthetic_c5,edge_drop,0.3,1234,0.0,2.0
synthetic_c5,node_drop,0.05,17,0.0,2.0
synthetic_c5,node_drop,0.05,42,0.0,2.0
synthetic_c5,node_drop,0.05,1234,0.0,2.0
synthetic_c5,node_drop,0.1,17,0.0,2.0
synthetic_c5,node_drop,0.1,42,0.0,2.0
synthetic_c5,node_drop,0.1,1234,0.0,2.0
synthetic_c5,node_drop,0.2,17,0.5,2.0
synthetic_c5,node_drop,0.2,42,0.0,2.0
synthetic_c5,node_drop,0.2,1234,0.0,2.0
synthetic_c5,node_drop,0.3,17,0.5,2.0
synthetic_c5,node_drop,0.3,42,0.0,2.0
synthetic_c5,node_drop,0.3,1234,0.0,2.0
synthetic_c5,subgraph,0.05,17,0.0,2.0
synthetic_c5,subgraph,0.05,42,0.0,2.0
synthetic_c5,subgraph,0.05,1234,0.0,2.0
synthetic_c5,subgraph,0.1,17,0.0,2.0
synthetic_c5,subgraph,0.1,42,0.0,2.0
synthetic_c5,subgraph,0.1,1234,0.0,2.0
synthetic_c5,subgraph,0.2,17,0.0,2.0
synthetic_c5,subgraph,0.2,42,0.0,2.0
synthetic_c5,subgraph,0.2,1234,0.0,2.0
synthetic_c5,subgraph,0.3,17,0.0,2.0
synthetic_c5,subgraph,0.3,42,0.0,2.0
synthetic_c5,subgraph,0.3,1234,0.0,2.0
xes3g5m,attr_mask,0.05,17,0.0,0.0
xes3g5m,attr_mask,0.05,42,0.0,0.0
xes3g5m,attr_mask,0.05,1234,0.0,0.0
xes3g5m,attr_mask,0.1,17,0.0,0.0
xes3g5m,attr_mask,0.1,42,0.0,0.0
xes3g5m,attr_mask,0.1,1234,0.0,0.0
xes3g5m,attr_mask,0.2,17,0.0,0.0
xes3g5m,attr_mask,0.2,42,0.0,0.0
xes3g5m,attr_mask,0.2,1234,0.0,0.0
xes3g5m,attr_mask,0.3,17,0.0,0.0
xes3g5m,attr_mask,0.3,42,0.0,0.0
xes3g5m,attr_mask,0.3,1234,0.0,0.0
xes3g5m,edge_drop,0.05,17,0.043029259896729774,0.0
xes3g5m,edge_drop,0.05,42,0.050774526678141134,0.0
xes3g5m,edge_drop,0.05,1234,0.05335628227194492,0.0
xes3g5m,edge_drop,0.1,17,0.09036144578313253,0.0
xes3g5m,edge_drop,0.1,42,0.09380378657487091,0.0
xes3g5m,edge_drop,0.1,1234,0.10068846815834767,0.0
xes3g5m,edge_drop,0.2,17,0.193631669535284,0.0
xes3g5m,edge_drop,0.2,42,0.21428571428571427,0.0
xes3g5m,edge_drop,0.2,1234,0.20395869191049915,0.0
xes3g5m,edge_drop,0.3,17,0.29690189328743544,0.0
xes3g5m,edge_drop,0.3,42,0.30120481927710846,0.0
xes3g5m,edge_drop,0.3,1234,0.29862306368330466,0.0
xes3g5m,node_drop,0.05,17,0.12822719449225473,0.0
xes3g5m,node_drop,0.05,42,0.08347676419965576,0.0
xes3g5m,node_drop,0.05,1234,0.12736660929432014,0.0
xes3g5m,node_drop,0.1,17,0.18416523235800344,0.0
xes3g5m,node_drop,0.1,42,0.16523235800344235,0.0
xes3g5m,node_drop,0.1,1234,0.23580034423407917,0.0
xes3g5m,node_drop,0.2,17,0.3588640275387263,0.0
xes3g5m,node_drop,0.2,42,0.4208261617900172,0.0
xes3g5m,node_drop,0.2,1234,0.3743545611015491,0.0
xes3g5m,node_drop,0.3,17,0.5034423407917383,0.0
xes3g5m,node_drop,0.3,42,0.5473321858864028,0.0
xes3g5m,node_drop,0.3,1234,0.5421686746987951,0.0
xes3g5m,subgraph,0.05,17,0.021514629948364887,0.0
xes3g5m,subgraph,0.05,42,0.024096385542168676,0.0
xes3g5m,subgraph,0.05,1234,0.02323580034423408,0.0
xes3g5m,subgraph,0.1,17,0.055077452667814115,0.0
xes3g5m,subgraph,0.1,42,0.055077452667814115,0.0
xes3g5m,subgraph,0.1,1234,0.058519793459552494,0.0
xes3g5m,subgraph,0.2,17,0.14113597246127366,0.0
xes3g5m,subgraph,0.2,42,0.1514629948364888,0.0
xes3g5m,subgraph,0.2,1234,0.1342512908777969,0.0
xes3g5m,subgraph,0.3,17,0.23493975903614459,0.0
xes3g5m,subgraph,0.3,42,0.24440619621342513,0.0
xes3g5m,subgraph,0.3,1234,0.22633390705679862,0.0
xes3g5m,attr_mask,0.05,17,0.0,1.0
xes3g5m,attr_mask,0.05,42,0.0,1.0
xes3g5m,attr_mask,0.05,1234,0.0,1.0
xes3g5m,attr_mask,0.1,17,0.0,1.0
xes3g5m,attr_mask,0.1,42,0.0,1.0
xes3g5m,attr_mask,0.1,1234,0.0,1.0
xes3g5m,attr_mask,0.2,17,0.0,1.0
xes3g5m,attr_mask,0.2,42,0.0,1.0
xes3g5m,attr_mask,0.2,1234,0.0,1.0
xes3g5m,attr_mask,0.3,17,0.0,1.0
xes3g5m,attr_mask,0.3,42,0.0,1.0
xes3g5m,attr_mask,0.3,1234,0.0,1.0
xes3g5m,edge_drop,0.05,17,0.04235090751944685,1.0
xes3g5m,edge_drop,0.05,42,0.049265341400172864,1.0
xes3g5m,edge_drop,0.05,1234,0.05358686257562662,1.0
xes3g5m,edge_drop,0.1,17,0.08902333621434745,1.0
xes3g5m,edge_drop,0.1,42,0.09248055315471046,1.0
xes3g5m,edge_drop,0.1,1234,0.10112359550561797,1.0
xes3g5m,edge_drop,0.2,17,0.19273984442523767,1.0
xes3g5m,edge_drop,0.2,42,0.21348314606741572,1.0
xes3g5m,edge_drop,0.2,1234,0.2048401037165082,1.0
xes3g5m,edge_drop,0.3,17,0.29559204840103714,1.0
xes3g5m,edge_drop,0.3,42,0.30077787381158166,1.0
xes3g5m,edge_drop,0.3,1234,0.2990492653414002,1.0
xes3g5m,node_drop,0.05,17,0.09075194468452895,1.0
xes3g5m,node_drop,0.05,42,0.10717372515125324,1.0
xes3g5m,node_drop,0.05,1234,0.10112359550561797,1.0
xes3g5m,node_drop,0.1,17,0.17545375972342264,1.0
xes3g5m,node_drop,0.1,42,0.19101123595505617,1.0
xes3g5m,node_drop,0.1,1234,0.2048401037165082,1.0
xes3g5m,node_drop,0.2,17,0.331028522039758,1.0
xes3g5m,node_drop,0.2,42,0.4096802074330164,1.0
xes3g5m,node_drop,0.2,1234,0.4044943820224719,1.0
xes3g5m,node_drop,0.3,17,0.4943820224719101,1.0
xes3g5m,node_drop,0.3,42,0.554019014693172,1.0
xes3g5m,node_drop,0.3,1234,0.5635263612791702,1.0
xes3g5m,subgraph,0.05,17,0.021607605877268798,1.0
xes3g5m,subgraph,0.05,42,0.019878997407087293,1.0
xes3g5m,subgraph,0.05,1234,0.01901469317199654,1.0
xes3g5m,subgraph,0.1,17,0.06309420916162489,1.0
xes3g5m,subgraph,0.1,42,0.05445116681071737,1.0
xes3g5m,subgraph,0.1,1234,0.05099394987035436,1.0
xes3g5m,subgraph,0.2,17,0.1616248919619706,1.0
xes3g5m,subgraph,0.2,42,0.13569576490924806,1.0
xes3g5m,subgraph,0.2,1234,0.12878133102852204,1.0
xes3g5m,subgraph,0.3,17,0.25929127052722556,1.0
xes3g5m,subgraph,0.3,42,0.24027657735522903,1.0
xes3g5m,subgraph,0.3,1234,0.23509075194468454,1.0
xes3g5m,attr_mask,0.05,17,0.0,2.0
xes3g5m,attr_mask,0.05,42,0.0,2.0
xes3g5m,attr_mask,0.05,1234,0.0,2.0
xes3g5m,attr_mask,0.1,17,0.0,2.0
xes3g5m,attr_mask,0.1,42,0.0,2.0
xes3g5m,attr_mask,0.1,1234,0.0,2.0
xes3g5m,attr_mask,0.2,17,0.0,2.0
xes3g5m,attr_mask,0.2,42,0.0,2.0
xes3g5m,attr_mask,0.2,1234,0.0,2.0
xes3g5m,attr_mask,0.3,17,0.0,2.0
xes3g5m,attr_mask,0.3,42,0.0,2.0
xes3g5m,attr_mask,0.3,1234,0.0,2.0
xes3g5m,edge_drop,0.05,17,0.04366438356164384,2.0
xes3g5m,edge_drop,0.05,42,0.05051369863013699,2.0
xes3g5m,edge_drop,0.05,1234,0.05393835616438356,2.0
xes3g5m,edge_drop,0.1,17,0.09075342465753425,2.0
xes3g5m,edge_drop,0.1,42,0.09332191780821918,2.0
xes3g5m,edge_drop,0.1,1234,0.10102739726027397,2.0
xes3g5m,edge_drop,0.2,17,0.1934931506849315,2.0
xes3g5m,edge_drop,0.2,42,0.2148972602739726,2.0
xes3g5m,edge_drop,0.2,1234,0.20376712328767124,2.0
xes3g5m,edge_drop,0.3,17,0.2962328767123288,2.0
xes3g5m,edge_drop,0.3,42,0.3013698630136986,2.0
xes3g5m,edge_drop,0.3,1234,0.2979452054794521,2.0
xes3g5m,node_drop,0.05,17,0.13356164383561644,2.0
xes3g5m,node_drop,0.05,42,0.0839041095890411,2.0
xes3g5m,node_drop,0.05,1234,0.136986301369863,2.0
xes3g5m,node_drop,0.1,17,0.1875,2.0
xes3g5m,node_drop,0.1,42,0.175513698630137,2.0
xes3g5m,node_drop,0.1,1234,0.24315068493150685,2.0
xes3g5m,node_drop,0.2,17,0.3587328767123288,2.0
xes3g5m,node_drop,0.2,42,0.4417808219178082,2.0
xes3g5m,node_drop,0.2,1234,0.3767123287671233,2.0
xes3g5m,node_drop,0.3,17,0.5042808219178082,2.0
xes3g5m,node_drop,0.3,42,0.5625,2.0
xes3g5m,node_drop,0.3,1234,0.5428082191780822,2.0
xes3g5m,subgraph,0.05,17,0.02226027397260274,2.0
xes3g5m,subgraph,0.05,42,0.023116438356164382,2.0
xes3g5m,subgraph,0.05,1234,0.023972602739726026,2.0
xes3g5m,subgraph,0.1,17,0.06592465753424658,2.0
xes3g5m,subgraph,0.1,42,0.059931506849315065,2.0
xes3g5m,subgraph,0.1,1234,0.05565068493150685,2.0
xes3g5m,subgraph,0.2,17,0.1523972602739726,2.0
xes3g5m,subgraph,0.2,42,0.15753424657534246,2.0
xes3g5m,subgraph,0.2,1234,0.14383561643835616,2.0
xes3g5m,subgraph,0.3,17,0.24914383561643835,2.0
xes3g5m,subgraph,0.3,42,0.2345890410958904,2.0
xes3g5m,subgraph,0.3,1234,0.23972602739726026,2.0
