dataset,fold,split_seed,model,graph_construction,eval_split,auc,acc,nll,n_eval,status,note,experiment_tag,split_base_seed
xes3g5m,0,42,gkt,train_only,valid+test,0.8342867681849394,0.8421979849440896,0.36262741790568753,1922840,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,m4_q0.95_k5_K5000_tau0.1_seed17,42
xes3g5m,0,42,gkt,full_log,valid+test,0.8359783354300956,0.8424691248161116,0.3613495038549207,1922840,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,m4_q0.95_k5_K5000_tau0.1_seed17,42
