dataset,model,graph_construction,eval_split,n_folds,n_eval,status,note,auc,auc_ci_low,auc_ci_high,acc,acc_ci_low,acc_ci_high,nll,nll_ci_low,nll_ci_high
xes3g5m,gkt,full_log,valid+test,1,1922840,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,0.8396127537269293,0.8396127537269293,0.8396127537269293,0.8437817198888744,0.8437817198888744,0.8437817198888744,0.3601257391349731,0.3601257391349731,0.3601257391349731
xes3g5m,gkt,train_only,valid+test,1,1922840,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,0.8411252511647406,0.8411252511647406,0.8411252511647406,0.8442711621193961,0.8442711621193961,0.8442711621193961,0.3573040604006054,0.3573040604006054,0.3573040604006054
