dataset,fold,split_seed,model,graph_construction,eval_split,auc,acc,nll,n_eval,status,note,experiment_tag,split_base_seed
xes3g5m,0,42,gkt,train_only,valid+test,0.8411252511647406,0.8442711621193961,0.3573040604006054,1922840,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,m4_q0.5_k5_Kinf_tau0.1,42
xes3g5m,0,42,gkt,full_log,valid+test,0.8396127537269293,0.8437817198888744,0.3601257391349731,1922840,pykt_checkpoint,pyKT `gkt` trained on learner-split train users; metrics on valid+test sequence positions. GKT adjacency from P0 exported graphs.,m4_q0.5_k5_Kinf_tau0.1,42
